ID,test_id,web100_log_entry_log_time,connection_spec_client_ip,connection_spec_server_ip,connection_spec_client_hostname,connection_spec_client_application,connection_spec_client_browser,connection_spec_client_os,connection_spec_client_geolocation_city,connection_spec_client_geolocation_latitude,connection_spec_client_geolocation_longitude,downloadThroughput
143269446123.252.56.463.243.224.11,2015/05/27/20150527T02:40:48.462146000Z_23.252.56.4:47497.s2c_snaplog.gz,1432694461,23.252.56.4,63.243.224.11,,NDTjs,IE/11.0,,Seattle,47.6144981384,-122.3479995728,28.0166382908
143269468423.252.56.4173.205.3.11,2015/05/27/20150527T02:44:29.932413000Z_23.252.56.4:43453.s2c_snaplog.gz,1432694684,23.252.56.4,173.205.3.11,,NDTjs,Chrome/37.0.2062.120,,Seattle,47.6144981384,-122.3479995728,70.187730177
143269470823.252.56.463.243.224.11,2015/05/27/20150527T02:44:54.737555000Z_23.252.56.4:44977.s2c_snaplog.gz,1432694708,23.252.56.4,63.243.224.11,,NDTjs,Chrome/37.0.2062.120,,Seattle,47.6144981384,-122.3479995728,78.8357274041
143269473323.252.56.44.71.157.152,2015/05/27/20150527T02:45:19.228105000Z_23.252.56.4:46492.s2c_snaplog.gz,1432694733,23.252.56.4,4.71.157.152,,NDTjs,Chrome/37.0.2062.120,,Seattle,47.6144981384,-122.3479995728,84.0783348924
143269475823.252.56.438.102.0.97,2015/05/27/20150527T02:45:44.209167000Z_23.252.56.4:35776.s2c_snaplog.gz,1432694758,23.252.56.4,38.102.0.97,,NDTjs,Chrome/37.0.2062.120,,Seattle,47.6144981384,-122.3479995728,83.2768630254
143269490050.149.72.10063.243.224.11,2015/05/27/20150527T02:48:07.122053000Z_c-50-149-72-100.hsd1.wa.comcast.net:60134.s2c_snaplog.gz,1432694900,50.149.72.100,63.243.224.11,c-50-149-72-100.hsd1.wa.comcast.net,NDTjs,,,Seattle,47.6605987549,-122.2919006348,9.1952889717
143269492850.149.72.10038.102.0.109,2015/05/27/20150527T02:48:33.873840000Z_c-50-149-72-100.hsd1.wa.comcast.net:60139.s2c_snaplog.gz,1432694928,50.149.72.100,38.102.0.109,c-50-149-72-100.hsd1.wa.comcast.net,NDTjs,,,Seattle,47.6605987549,-122.2919006348,15.6074667968
143269495250.149.72.1004.71.157.139,2015/05/27/20150527T02:48:58.476037000Z_c-50-149-72-100.hsd1.wa.comcast.net:60146.s2c_snaplog.gz,1432694952,50.149.72.100,4.71.157.139,c-50-149-72-100.hsd1.wa.comcast.net,NDTjs,,,Seattle,47.6605987549,-122.2919006348,12.5307847002
143269497750.149.72.100173.205.3.37,2015/05/27/20150527T02:49:22.885288000Z_c-50-149-72-100.hsd1.wa.comcast.net:60149.s2c_snaplog.gz,1432694977,50.149.72.100,173.205.3.37,c-50-149-72-100.hsd1.wa.comcast.net,NDTjs,,,Seattle,47.6605987549,-122.2919006348,6.2459877915
143269505750.149.72.100173.205.3.24,2015/05/27/20150527T02:50:43.88578000Z_c-50-149-72-100.hsd1.wa.comcast.net:60194.s2c_snaplog.gz,1432695057,50.149.72.100,173.205.3.24,c-50-149-72-100.hsd1.wa.comcast.net,NDTjs,,,Seattle,47.6605987549,-122.2919006348,7.4893607056
143269508150.149.72.10063.243.224.24,2015/05/27/20150527T02:51:08.173412000Z_c-50-149-72-100.hsd1.wa.comcast.net:60197.s2c_snaplog.gz,1432695081,50.149.72.100,63.243.224.24,c-50-149-72-100.hsd1.wa.comcast.net,NDTjs,,,Seattle,47.6605987549,-122.2919006348,68.2933414713
143269510550.149.72.1004.71.157.165,2015/05/27/20150527T02:51:32.73630000Z_c-50-149-72-100.hsd1.wa.comcast.net:60200.s2c_snaplog.gz,1432695105,50.149.72.100,4.71.157.165,c-50-149-72-100.hsd1.wa.comcast.net,NDTjs,,,Seattle,47.6605987549,-122.2919006348,45.7591265245
143269513050.149.72.10038.102.0.97,2015/05/27/20150527T02:51:56.69651000Z_c-50-149-72-100.hsd1.wa.comcast.net:60203.s2c_snaplog.gz,1432695130,50.149.72.100,38.102.0.97,c-50-149-72-100.hsd1.wa.comcast.net,NDTjs,,,Seattle,47.6605987549,-122.2919006348,17.5062003533
143269520150.149.72.100173.205.3.24,2015/05/27/20150527T02:53:07.26494000Z_c-50-149-72-100.hsd1.wa.comcast.net:60208.s2c_snaplog.gz,1432695201,50.149.72.100,173.205.3.24,c-50-149-72-100.hsd1.wa.comcast.net,NDTjs,,,Seattle,47.6605987549,-122.2919006348,4.3943103292
143269538674.94.77.9463.243.224.37,2015/05/27/20150527T02:56:06.710681000Z_74-94-177-94-NewEngland.hfc.comcastbusiness.net:8786.s2c_snaplog.gz,1432695386,74.94.77.94,63.243.224.37,74-94-177-94-NewEngland.hfc.comcastbusiness.net,,BTWebClient/3430,Windows,Seattle,47.6062011719,-122.3320999146,17.6618129941
143269543974.94.77.9463.243.224.37,2015/05/27/20150527T02:57:00.407350000Z_74-94-177-94-NewEngland.hfc.comcastbusiness.net:8796.s2c_snaplog.gz,1432695439,74.94.77.94,63.243.224.37,74-94-177-94-NewEngland.hfc.comcastbusiness.net,,BTWebClient/3430,Windows,Seattle,47.6062011719,-122.3320999146,17.7266902181
143269547274.94.77.9463.243.224.37,2015/05/27/20150527T02:57:33.415714000Z_74-94-177-94-NewEngland.hfc.comcastbusiness.net:8809.s2c_snaplog.gz,1432695472,74.94.77.94,63.243.224.37,74-94-177-94-NewEngland.hfc.comcastbusiness.net,,BTWebClient/3430,Windows,Seattle,47.6062011719,-122.3320999146,17.511803882
143269636663.140.212.16538.102.0.109,2015/05/27/20150527T03:12:32.123254000Z_63.140.212.165:53528.s2c_snaplog.gz,1432696366,63.140.212.165,38.102.0.109,,NDTjs,Chrome/43.0.2357.81,,Seattle,47.6380996704,-122.3714981079,0.1300313081
143269639463.140.212.16563.243.224.37,2015/05/27/20150527T03:13:00.502325000Z_63.140.212.165:53534.s2c_snaplog.gz,1432696394,63.140.212.165,63.243.224.37,,NDTjs,Chrome/43.0.2357.81,,Seattle,47.6380996704,-122.3714981079,0.1659074024
143269642263.140.212.1654.71.157.165,2015/05/27/20150527T03:13:27.574058000Z_63.140.212.165:53541.s2c_snaplog.gz,1432696422,63.140.212.165,4.71.157.165,,NDTjs,Chrome/43.0.2357.81,,Seattle,47.6380996704,-122.3714981079,0.2188096342
143269645063.140.212.165173.205.3.24,2015/05/27/20150527T03:13:54.815706000Z_63.140.212.165:53547.s2c_snaplog.gz,1432696450,63.140.212.165,173.205.3.24,,NDTjs,Chrome/43.0.2357.81,,Seattle,47.6380996704,-122.3714981079,0.1487565635
143269653176.28.238.24363.243.224.24,2015/05/27/20150527T03:15:17.437974000Z_c-76-28-238-243.hsd1.wa.comcast.net:51216.s2c_snaplog.gz,1432696531,76.28.238.243,63.243.224.24,c-76-28-238-243.hsd1.wa.comcast.net,NDTjs,,,Seattle,47.6853981018,-122.2872009277,40.6419769073
143269655576.28.238.2434.71.157.165,2015/05/27/20150527T03:15:41.779110000Z_c-76-28-238-243.hsd1.wa.comcast.net:51219.s2c_snaplog.gz,1432696555,76.28.238.243,4.71.157.165,c-76-28-238-243.hsd1.wa.comcast.net,NDTjs,,,Seattle,47.6853981018,-122.2872009277,35.3399751478
143269655876.121.138.52103.10.233.11,2015/05/27/20150527T03:15:43.84342000Z_c-76-121-138-52.hsd1.wa.comcast.net:53223.s2c_snaplog.gz,1432696558,76.121.138.52,103.10.233.11,c-76-121-138-52.hsd1.wa.comcast.net,,,,Seattle,47.6062011719,-122.3320999146,8.8994303417
143269657976.28.238.24338.102.0.97,2015/05/27/20150527T03:16:05.491476000Z_c-76-28-238-243.hsd1.wa.comcast.net:51224.s2c_snaplog.gz,1432696579,76.28.238.243,38.102.0.97,c-76-28-238-243.hsd1.wa.comcast.net,NDTjs,,,Seattle,47.6853981018,-122.2872009277,32.8337446686
143269660476.28.238.243173.205.3.11,2015/05/27/20150527T03:16:30.249700000Z_c-76-28-238-243.hsd1.wa.comcast.net:51227.s2c_snaplog.gz,1432696604,76.28.238.243,173.205.3.11,c-76-28-238-243.hsd1.wa.comcast.net,NDTjs,,,Seattle,47.6853981018,-122.2872009277,0.8563437548
143269662176.121.138.52149.20.5.75,2015/05/27/20150527T03:16:48.237237000Z_c-76-121-138-52.hsd1.wa.comcast.net:53226.s2c_snaplog.gz,1432696621,76.121.138.52,149.20.5.75,c-76-121-138-52.hsd1.wa.comcast.net,,,,Seattle,47.6062011719,-122.3320999146,14.6938835641
143269668576.121.138.52149.20.5.75,2015/05/27/20150527T03:17:52.836881000Z_c-76-121-138-52.hsd1.wa.comcast.net:53229.s2c_snaplog.gz,1432696685,76.121.138.52,149.20.5.75,c-76-121-138-52.hsd1.wa.comcast.net,,,,Seattle,47.6062011719,-122.3320999146,10.4296768603
143269680250.149.93.1584.71.157.165,2015/05/27/20150527T03:19:48.101486000Z_c-50-149-93-158.hsd1.wa.comcast.net:57280.s2c_snaplog.gz,1432696802,50.149.93.158,4.71.157.165,c-50-149-93-158.hsd1.wa.comcast.net,NDTjs,WebKit/537.51.2,,Seattle,47.6319007874,-122.2967987061,45.3895011244
143269682750.149.93.158173.205.3.11,2015/05/27/20150527T03:20:12.439116000Z_c-50-149-93-158.hsd1.wa.comcast.net:57283.s2c_snaplog.gz,1432696827,50.149.93.158,173.205.3.11,c-50-149-93-158.hsd1.wa.comcast.net,NDTjs,WebKit/537.51.2,,Seattle,47.6319007874,-122.2967987061,15.1685029362
143269685250.149.93.15838.102.0.97,2015/05/27/20150527T03:20:37.912527000Z_c-50-149-93-158.hsd1.wa.comcast.net:57286.s2c_snaplog.gz,1432696852,50.149.93.158,38.102.0.97,c-50-149-93-158.hsd1.wa.comcast.net,NDTjs,WebKit/537.51.2,,Seattle,47.6319007874,-122.2967987061,50.9538829773
143269687650.149.93.15863.243.224.11,2015/05/27/20150527T03:21:02.511666000Z_c-50-149-93-158.hsd1.wa.comcast.net:57289.s2c_snaplog.gz,1432696876,50.149.93.158,63.243.224.11,c-50-149-93-158.hsd1.wa.comcast.net,NDTjs,WebKit/537.51.2,,Seattle,47.6319007874,-122.2967987061,28.41757088
143269700324.17.12.183173.205.3.37,2015/05/27/20150527T03:23:08.962750000Z_c-24-17-12-183.hsd1.wa.comcast.net:51486.s2c_snaplog.gz,1432697003,24.17.12.183,173.205.3.37,c-24-17-12-183.hsd1.wa.comcast.net,NDTjs,Chrome/43.0.2357.81,,Seattle,47.5760002136,-122.3994979858,9.6545740953
143269705124.17.12.1834.71.157.165,2015/05/27/20150527T03:23:57.998058000Z_c-24-17-12-183.hsd1.wa.comcast.net:51492.s2c_snaplog.gz,1432697051,24.17.12.183,4.71.157.165,c-24-17-12-183.hsd1.wa.comcast.net,NDTjs,Chrome/43.0.2357.81,,Seattle,47.5760002136,-122.3994979858,18.0437174074
143269716724.143.101.7338.102.0.109,2015/05/27/20150527T03:25:53.215777000Z_c-24-143-101-73.customer.broadstripe.net:50875.s2c_snaplog.gz,1432697167,24.143.101.73,38.102.0.109,c-24-143-101-73.customer.broadstripe.net,NDTjs,Safari/8.0.4,,Seattle,47.5839004517,-122.2994995117,23.0442703581
143269719124.143.101.7363.243.224.24,2015/05/27/20150527T03:26:18.66965000Z_c-24-143-101-73.customer.broadstripe.net:50903.s2c_snaplog.gz,1432697191,24.143.101.73,63.243.224.24,c-24-143-101-73.customer.broadstripe.net,NDTjs,Safari/8.0.4,,Seattle,47.5839004517,-122.2994995117,18.7941008548
143269721624.143.101.73173.205.3.11,2015/05/27/20150527T03:26:42.573597000Z_c-24-143-101-73.customer.broadstripe.net:50932.s2c_snaplog.gz,1432697216,24.143.101.73,173.205.3.11,c-24-143-101-73.customer.broadstripe.net,NDTjs,Safari/8.0.4,,Seattle,47.5839004517,-122.2994995117,13.32016623
143269724024.143.101.734.71.157.152,2015/05/27/20150527T03:27:06.922696000Z_c-24-143-101-73.customer.broadstripe.net:50960.s2c_snaplog.gz,1432697240,24.143.101.73,4.71.157.152,c-24-143-101-73.customer.broadstripe.net,NDTjs,Safari/8.0.4,,Seattle,47.5839004517,-122.2994995117,24.0686856119
143269757177.234.41.1314.71.210.211,2015/05/27/20150527T03:32:36.237656000Z_ten.emfme.net:58588.s2c_snaplog.gz,1432697571,77.234.41.131,4.71.210.211,ten.emfme.net,,,,Seattle,47.4891014099,-122.290802002,4.2895678452
143269761267.170.32.24938.98.51.33,2015/05/27/20150527T03:33:08.716911000Z_c-67-170-32-249.hsd1.wa.comcast.net:64547.s2c_snaplog.gz,1432697612,67.170.32.249,38.98.51.33,c-67-170-32-249.hsd1.wa.comcast.net,,BTWebClient/3430,Windows,Seattle,47.6355018616,-122.3235015869,42.5496272218
143269771550.149.122.25173.205.3.24,2015/05/27/20150527T03:35:01.427628000Z_c-50-149-122-25.hsd1.wa.comcast.net:41072.s2c_snaplog.gz,1432697715,50.149.122.25,173.205.3.24,c-50-149-122-25.hsd1.wa.comcast.net,NDTjs,Safari/8.0.7,,Seattle,47.6062011719,-122.3320999146,2.2900042964
143269773950.149.122.2538.102.0.97,2015/05/27/20150527T03:35:26.18134000Z_c-50-149-122-25.hsd1.wa.comcast.net:43255.s2c_snaplog.gz,1432697739,50.149.122.25,38.102.0.97,c-50-149-122-25.hsd1.wa.comcast.net,NDTjs,Safari/8.0.7,,Seattle,47.6062011719,-122.3320999146,51.2363900664
143269776350.149.122.2563.243.224.11,2015/05/27/20150527T03:35:50.246749000Z_c-50-149-122-25.hsd1.wa.comcast.net:39718.s2c_snaplog.gz,1432697763,50.149.122.25,63.243.224.11,c-50-149-122-25.hsd1.wa.comcast.net,NDTjs,Safari/8.0.7,,Seattle,47.6062011719,-122.3320999146,67.7455335362
143269778750.149.122.254.71.157.152,2015/05/27/20150527T03:36:13.916390000Z_c-50-149-122-25.hsd1.wa.comcast.net:45545.s2c_snaplog.gz,1432697787,50.149.122.25,4.71.157.152,c-50-149-122-25.hsd1.wa.comcast.net,NDTjs,Safari/8.0.7,,Seattle,47.6062011719,-122.3320999146,73.260514909
143269853124.143.77.23038.102.0.109,2015/05/27/20150527T03:48:29.759296000Z_c-24-143-77-230.customer.broadstripe.net:33776.s2c_snaplog.gz,1432698531,24.143.77.230,38.102.0.109,c-24-143-77-230.customer.broadstripe.net,,,,Seattle,47.6101989746,-122.3042984009,12.7752145774
1432699143173.192.187.1384.71.157.139,2015/05/27/20150527T03:58:49.507807000Z_173.192.187.138-static.reverse.softlayer.com:50286.s2c_snaplog.gz,1432699143,173.192.187.138,4.71.157.139,173.192.187.138-static.reverse.softlayer.com,NDTjs,Chrome/43.0.2357.81,,Seattle,47.6062011719,-122.3320999146,9.349644538
1432699148198.244.102.15538.102.0.109,2015/05/27/20150527T03:58:54.944941000Z_198.244.102.155:46389.s2c_snaplog.gz,1432699148,198.244.102.155,38.102.0.109,,NDTjs,,,Seattle,47.6343994141,-122.3422012329,43.4520943384
1432699169173.192.187.138173.205.3.11,2015/05/27/20150527T03:59:14.814935000Z_173.192.187.138-static.reverse.softlayer.com:50305.s2c_snaplog.gz,1432699169,173.192.187.138,173.205.3.11,173.192.187.138-static.reverse.softlayer.com,NDTjs,Chrome/43.0.2357.81,,Seattle,47.6062011719,-122.3320999146,12.3967910104
1432699172198.244.102.1554.71.157.165,2015/05/27/20150527T03:59:19.249113000Z_198.244.102.155:34694.s2c_snaplog.gz,1432699172,198.244.102.155,4.71.157.165,,NDTjs,,,Seattle,47.6343994141,-122.3422012329,40.661848601
1432699194173.192.187.13838.102.0.97,2015/05/27/20150527T03:59:40.770635000Z_173.192.187.138-static.reverse.softlayer.com:50326.s2c_snaplog.gz,1432699194,173.192.187.138,38.102.0.97,173.192.187.138-static.reverse.softlayer.com,NDTjs,Chrome/43.0.2357.81,,Seattle,47.6062011719,-122.3320999146,11.8001754237
1432699196198.244.102.15563.243.224.37,2015/05/27/20150527T03:59:43.191947000Z_198.244.102.155:34705.s2c_snaplog.gz,1432699196,198.244.102.155,63.243.224.37,,NDTjs,,,Seattle,47.6343994141,-122.3422012329,44.2433486449
1432699220198.244.102.155173.205.3.37,2015/05/27/20150527T04:00:06.684068000Z_198.244.102.155:47143.s2c_snaplog.gz,1432699220,198.244.102.155,173.205.3.37,,NDTjs,,,Seattle,47.6343994141,-122.3422012329,44.3081026113
143269935950.23.131.22263.243.224.37,2015/05/27/20150527T04:02:19.831319000Z_50-23-131-222.wifi.seattlecaffeine.com:4897.s2c_snaplog.gz,1432699359,50.23.131.222,63.243.224.37,50-23-131-222.wifi.seattlecaffeine.com,,BTWebClient/7930,Windows,Seattle,47.6062011719,-122.3320999146,2.8682093975
1432699733174.24.209.10738.102.0.109,2015/05/27/20150527T04:08:28.745183000Z_174-24-209-107.tukw.qwest.net:50538.s2c_snaplog.gz,1432699733,174.24.209.107,38.102.0.109,174-24-209-107.tukw.qwest.net,,,,Seattle,47.6062011719,-122.3320999146,19.2358069723
143269986867.171.33.6638.102.0.97,2015/05/27/20150527T04:10:54.249539000Z_c-67-171-33-66.hsd1.wa.comcast.net:64743.s2c_snaplog.gz,1432699868,67.171.33.66,38.102.0.97,c-67-171-33-66.hsd1.wa.comcast.net,NDTjs,Chrome/43.0.2357.81,,Seattle,47.6062011719,-122.3320999146,25.9647498346
143269989267.171.33.6663.243.224.37,2015/05/27/20150527T04:11:18.736399000Z_c-67-171-33-66.hsd1.wa.comcast.net:64759.s2c_snaplog.gz,1432699892,67.171.33.66,63.243.224.37,c-67-171-33-66.hsd1.wa.comcast.net,NDTjs,Chrome/43.0.2357.81,,Seattle,47.6062011719,-122.3320999146,26.7015743828
143269991767.171.33.66173.205.3.11,2015/05/27/20150527T04:11:42.991547000Z_c-67-171-33-66.hsd1.wa.comcast.net:64770.s2c_snaplog.gz,1432699917,67.171.33.66,173.205.3.11,c-67-171-33-66.hsd1.wa.comcast.net,NDTjs,Chrome/43.0.2357.81,,Seattle,47.6062011719,-122.3320999146,3.2615977233
143269994167.171.33.664.71.157.139,2015/05/27/20150527T04:12:07.671698000Z_c-67-171-33-66.hsd1.wa.comcast.net:64786.s2c_snaplog.gz,1432699941,67.171.33.66,4.71.157.139,c-67-171-33-66.hsd1.wa.comcast.net,NDTjs,Chrome/43.0.2357.81,,Seattle,47.6062011719,-122.3320999146,26.5800325993
1432700205184.77.204.39173.205.3.11,2015/05/27/20150527T04:16:31.318252000Z_184-77-204-39.war.clearwire-wmx.net:53001.s2c_snaplog.gz,1432700205,184.77.204.39,173.205.3.11,184-77-204-39.war.clearwire-wmx.net,NDTjs,Firefox/38.0,,Seattle,47.6062011719,-122.3320999146,1.0478321109
1432700231184.77.204.3963.243.224.37,2015/05/27/20150527T04:16:57.269719000Z_184-77-204-39.war.clearwire-wmx.net:53005.s2c_snaplog.gz,1432700231,184.77.204.39,63.243.224.37,184-77-204-39.war.clearwire-wmx.net,NDTjs,Firefox/38.0,,Seattle,47.6062011719,-122.3320999146,1.4669253328
1432700257184.77.204.394.71.157.139,2015/05/27/20150527T04:17:24.38866000Z_184-77-204-39.war.clearwire-wmx.net:53010.s2c_snaplog.gz,1432700257,184.77.204.39,4.71.157.139,184-77-204-39.war.clearwire-wmx.net,NDTjs,Firefox/38.0,,Seattle,47.6062011719,-122.3320999146,0.5809157901
1432700290184.77.204.3938.102.0.109,2015/05/27/20150527T04:17:55.962369000Z_184-77-204-39.war.clearwire-wmx.net:53016.s2c_snaplog.gz,1432700290,184.77.204.39,38.102.0.109,184-77-204-39.war.clearwire-wmx.net,NDTjs,Firefox/38.0,,Seattle,47.6062011719,-122.3320999146,0.0350645482
143270046467.183.84.9263.243.224.24,2015/05/27/20150527T04:20:50.527188000Z_c-67-183-84-92.hsd1.wa.comcast.net:50087.s2c_snaplog.gz,1432700464,67.183.84.92,63.243.224.24,c-67-183-84-92.hsd1.wa.comcast.net,NDTjs,Chrome/42.0.2311.135,,Seattle,47.6062011719,-122.3320999146,51.0239539845
143270048967.183.84.9238.102.0.109,2015/05/27/20150527T04:21:15.325643000Z_c-67-183-84-92.hsd1.wa.comcast.net:50101.s2c_snaplog.gz,1432700489,67.183.84.92,38.102.0.109,c-67-183-84-92.hsd1.wa.comcast.net,NDTjs,Chrome/42.0.2311.135,,Seattle,47.6062011719,-122.3320999146,52.7407757087
143270051467.183.84.924.71.157.165,2015/05/27/20150527T04:21:40.516079000Z_c-67-183-84-92.hsd1.wa.comcast.net:50114.s2c_snaplog.gz,1432700514,67.183.84.92,4.71.157.165,c-67-183-84-92.hsd1.wa.comcast.net,NDTjs,Chrome/42.0.2311.135,,Seattle,47.6062011719,-122.3320999146,43.5347137069
143270053967.183.84.92173.205.3.11,2015/05/27/20150527T04:22:05.460690000Z_c-67-183-84-92.hsd1.wa.comcast.net:50122.s2c_snaplog.gz,1432700539,67.183.84.92,173.205.3.11,c-67-183-84-92.hsd1.wa.comcast.net,NDTjs,Chrome/42.0.2311.135,,Seattle,47.6062011719,-122.3320999146,5.7525326895
1432701830104.244.223.5138.102.0.109,2015/05/27/20150527T04:43:35.611966000Z_104.244.223.51:36962.s2c_snaplog.gz,1432701830,104.244.223.51,38.102.0.109,,NDTjs,WebKit/600.1.4,,Seattle,47.5716018677,-122.3327026367,89.8302039332
1432701855104.244.223.5163.243.224.37,2015/05/27/20150527T04:44:01.307536000Z_104.244.223.51:42104.s2c_snaplog.gz,1432701855,104.244.223.51,63.243.224.37,,NDTjs,WebKit/600.1.4,,Seattle,47.5716018677,-122.3327026367,61.2473251131
1432701879104.244.223.51173.205.3.37,2015/05/27/20150527T04:44:25.623734000Z_104.244.223.51:33546.s2c_snaplog.gz,1432701879,104.244.223.51,173.205.3.37,,NDTjs,WebKit/600.1.4,,Seattle,47.5716018677,-122.3327026367,41.1219267919
143270241850.149.122.25173.205.3.11,2015/05/27/20150527T04:53:23.879904000Z_c-50-149-122-25.hsd1.wa.comcast.net:40126.s2c_snaplog.gz,1432702418,50.149.122.25,173.205.3.11,c-50-149-122-25.hsd1.wa.comcast.net,NDTjs,Facebook/31.0.0.44.261,,Seattle,47.6062011719,-122.3320999146,8.3609894881
143270244350.149.122.2538.102.0.109,2015/05/27/20150527T04:53:49.62397000Z_c-50-149-122-25.hsd1.wa.comcast.net:40383.s2c_snaplog.gz,1432702443,50.149.122.25,38.102.0.109,c-50-149-122-25.hsd1.wa.comcast.net,NDTjs,Facebook/31.0.0.44.261,,Seattle,47.6062011719,-122.3320999146,9.569327136
143270246950.149.122.2563.243.224.11,2015/05/27/20150527T04:54:14.56776000Z_c-50-149-122-25.hsd1.wa.comcast.net:39592.s2c_snaplog.gz,1432702469,50.149.122.25,63.243.224.11,c-50-149-122-25.hsd1.wa.comcast.net,NDTjs,Facebook/31.0.0.44.261,,Seattle,47.6062011719,-122.3320999146,5.5352263917
143270249450.149.122.254.71.157.152,2015/05/27/20150527T04:54:39.933951000Z_c-50-149-122-25.hsd1.wa.comcast.net:46242.s2c_snaplog.gz,1432702494,50.149.122.25,4.71.157.152,c-50-149-122-25.hsd1.wa.comcast.net,NDTjs,Facebook/31.0.0.44.261,,Seattle,47.6062011719,-122.3320999146,9.9790161237
1432702618198.244.101.5538.102.0.97,2015/05/27/20150527T04:56:44.367667000Z_198.244.101.55:40801.s2c_snaplog.gz,1432702618,198.244.101.55,38.102.0.97,,NDTjs,IE/11.0,,Seattle,47.6343994141,-122.3422012329,82.4574846308
1432702642198.244.101.55173.205.3.11,2015/05/27/20150527T04:57:08.810875000Z_198.244.101.55:41912.s2c_snaplog.gz,1432702642,198.244.101.55,173.205.3.11,,NDTjs,IE/11.0,,Seattle,47.6343994141,-122.3422012329,89.9572029604
1432702666198.244.101.5563.243.224.24,2015/05/27/20150527T04:57:33.534765000Z_198.244.101.55:36172.s2c_snaplog.gz,1432702666,198.244.101.55,63.243.224.24,,NDTjs,IE/11.0,,Seattle,47.6343994141,-122.3422012329,89.2773164799
1432702690198.244.101.554.71.157.165,2015/05/27/20150527T04:57:57.332653000Z_198.244.101.55:46110.s2c_snaplog.gz,1432702690,198.244.101.55,4.71.157.165,,NDTjs,IE/11.0,,Seattle,47.6343994141,-122.3422012329,86.3549905944
143270282124.16.206.1414.71.157.139,2015/05/27/20150527T05:00:07.459252000Z_c-24-16-206-141.hsd1.wa.comcast.net:42323.s2c_snaplog.gz,1432702821,24.16.206.141,4.71.157.139,c-24-16-206-141.hsd1.wa.comcast.net,NDTjs,,,Seattle,47.6343994141,-122.3422012329,1.6394902272
143270284824.16.206.14163.243.224.37,2015/05/27/20150527T05:00:35.160129000Z_c-24-16-206-141.hsd1.wa.comcast.net:35015.s2c_snaplog.gz,1432702848,24.16.206.141,63.243.224.37,c-24-16-206-141.hsd1.wa.comcast.net,NDTjs,,,Seattle,47.6343994141,-122.3422012329,1.6085916244
143270287524.16.206.141173.205.3.11,2015/05/27/20150527T05:01:00.385331000Z_c-24-16-206-141.hsd1.wa.comcast.net:40011.s2c_snaplog.gz,1432702875,24.16.206.141,173.205.3.11,c-24-16-206-141.hsd1.wa.comcast.net,NDTjs,,,Seattle,47.6343994141,-122.3422012329,0.9948498377
143270290024.16.206.14138.102.0.109,2015/05/27/20150527T05:01:26.95345000Z_c-24-16-206-141.hsd1.wa.comcast.net:33281.s2c_snaplog.gz,1432702900,24.16.206.141,38.102.0.109,c-24-16-206-141.hsd1.wa.comcast.net,NDTjs,,,Seattle,47.6343994141,-122.3422012329,1.1437799626
143270298850.132.68.185173.205.3.11,2015/05/27/20150527T05:02:54.187235000Z_c-50-132-68-185.hsd1.wa.comcast.net:50293.s2c_snaplog.gz,1432702988,50.132.68.185,173.205.3.11,c-50-132-68-185.hsd1.wa.comcast.net,NDTjs,Firefox/38.0,,Seattle,47.6062011719,-122.3320999146,4.6789898595
143270301350.132.68.1854.71.157.139,2015/05/27/20150527T05:03:19.636446000Z_c-50-132-68-185.hsd1.wa.comcast.net:50296.s2c_snaplog.gz,1432703013,50.132.68.185,4.71.157.139,c-50-132-68-185.hsd1.wa.comcast.net,NDTjs,Firefox/38.0,,Seattle,47.6062011719,-122.3320999146,4.5488680175
143270303850.132.68.18563.243.224.11,2015/05/27/20150527T05:03:44.513675000Z_c-50-132-68-185.hsd1.wa.comcast.net:50299.s2c_snaplog.gz,1432703038,50.132.68.185,63.243.224.11,c-50-132-68-185.hsd1.wa.comcast.net,NDTjs,Firefox/38.0,,Seattle,47.6062011719,-122.3320999146,7.1633906764
143270306350.132.68.18538.102.0.109,2015/05/27/20150527T05:04:09.421371000Z_c-50-132-68-185.hsd1.wa.comcast.net:50303.s2c_snaplog.gz,1432703063,50.132.68.185,38.102.0.109,c-50-132-68-185.hsd1.wa.comcast.net,NDTjs,Firefox/38.0,,Seattle,47.6062011719,-122.3320999146,5.2841489452
1432703102162.244.139.5838.102.0.97,2015/05/27/20150527T05:04:48.11690000Z_:0.s2c_snaplog.gz,1432703102,162.244.139.58,38.102.0.97,,NDTjs,Safari/8.0.7,,Seattle,47.5716018677,-122.3327026367,59.5859527512
1432703129162.244.139.5863.243.224.37,2015/05/27/20150527T05:05:13.767903000Z_:0.s2c_snaplog.gz,1432703129,162.244.139.58,63.243.224.37,,NDTjs,Safari/8.0.7,,Seattle,47.5716018677,-122.3327026367,16.7352293747
1432703157162.244.139.58173.205.3.24,2015/05/27/20150527T05:05:40.517270000Z_:0.s2c_snaplog.gz,1432703157,162.244.139.58,173.205.3.24,,NDTjs,Safari/8.0.7,,Seattle,47.5716018677,-122.3327026367,25.2657980259
1432703183162.244.139.584.71.157.152,2015/05/27/20150527T05:06:08.324006000Z_:0.s2c_snaplog.gz,1432703183,162.244.139.58,4.71.157.152,,NDTjs,Safari/8.0.7,,Seattle,47.5716018677,-122.3327026367,23.1178288339
