ID,test_id,web100_log_entry_log_time,connection_spec_client_ip,connection_spec_server_ip,connection_spec_client_hostname,connection_spec_client_application,connection_spec_client_browser,connection_spec_client_os,connection_spec_client_geolocation_city,connection_spec_client_geolocation_latitude,connection_spec_client_geolocation_longitude,downloadThroughput
142007255074.94.73.12638.102.0.83,2015/01/01/20150101T00:35:30.256539000Z_74-94-73-126-Seattle.WA.comcastbusiness.net:1286.s2c_snaplog.gz,1420072550,74.94.73.126,38.102.0.83,74-94-73-126-Seattle.WA.comcastbusiness.net,,,,Seattle,47.6062011719,-122.3320999146,17.4519844345
142007491824.17.5.8538.102.0.109,2015/01/01/20150101T01:14:54.692746000Z_c-24-17-5-85.hsd1.wa.comcast.net:54768.s2c_snaplog.gz,1420074918,24.17.5.85,38.102.0.109,c-24-17-5-85.hsd1.wa.comcast.net,,BTWebClient/3410,Windows,Seattle,47.6062011719,-122.3320999146,114.6328017457
142007786424.18.157.4738.102.0.97,2015/01/01/20150101T02:04:00.144303000Z_c-24-18-157-47.hsd1.wa.comcast.net:52107.s2c_snaplog.gz,1420077864,24.18.157.47,38.102.0.97,c-24-18-157-47.hsd1.wa.comcast.net,,BTWebClient/342B,Windows,Seattle,47.6355018616,-122.3235015869,17.4974122853
1420083311174.61.224.34173.205.3.37,2015/01/01/20150101T03:34:37.548498000Z_c-174-61-224-34.hsd1.wa.comcast.net:51363.s2c_snaplog.gz,1420083311,174.61.224.34,173.205.3.37,c-174-61-224-34.hsd1.wa.comcast.net,,,,Seattle,47.6853981018,-122.2872009277,0.2214262588
142008638767.170.32.19838.102.0.109,2015/01/01/20150101T04:26:02.564208000Z_c-67-170-32-198.hsd1.wa.comcast.net:50613.s2c_snaplog.gz,1420086387,67.170.32.198,38.102.0.109,c-67-170-32-198.hsd1.wa.comcast.net,,BTWebClient/7920,Windows,Seattle,47.6355018616,-122.3235015869,71.0072346146
142008671667.171.2.22138.102.0.97,2015/01/01/20150101T04:31:35.608524000Z_c-67-171-2-221.hsd1.wa.comcast.net:50117.s2c_snaplog.gz,1420086716,67.171.2.221,38.102.0.97,c-67-171-2-221.hsd1.wa.comcast.net,,BTWebClient/3420,Windows,Seattle,47.6847000122,-122.384803772,148.4928162963
142008905998.247.101.13638.102.0.83,2015/01/01/20150101T05:10:45.312763000Z_c-98-247-101-136.hsd1.wa.comcast.net:55168.s2c_snaplog.gz,1420089059,98.247.101.136,38.102.0.83,,,,,Seattle,47.5760002136,-122.3994979858,55.071525907
142009217467.183.67.11173.205.3.11,2015/01/01/20150101T06:02:40.512713000Z_c-67-183-67-11.hsd1.wa.comcast.net:50930.s2c_snaplog.gz,1420092174,67.183.67.11,173.205.3.11,,,,,Seattle,47.6062011719,-122.3320999146,0.8894507451
142009355724.22.181.36173.205.3.24,2015/01/01/20150101T06:25:44.98854000Z_c-24-22-181-36.hsd1.wa.comcast.net:63153.s2c_snaplog.gz,1420093557,24.22.181.36,173.205.3.24,,,,,Seattle,47.6101989746,-122.3042984009,0.4535426568
142009600824.22.181.36173.205.3.24,2015/01/01/20150101T07:06:32.41551000Z_c-24-22-181-36.hsd1.wa.comcast.net:63315.s2c_snaplog.gz,1420096008,24.22.181.36,173.205.3.24,,,,,Seattle,47.6101989746,-122.3042984009,1.4024928192
142009678870.199.142.3038.102.0.109,2015/01/01/20150101T07:19:34.437447000Z_30.sub-70-199-142.myvzw.com:7706.s2c_snaplog.gz,1420096788,70.199.142.30,38.102.0.109,,,,,Seattle,47.6062011719,-122.3320999146,8.873300455
142009921450.159.98.684.15.35.165,2015/01/01/20150101T07:59:50.203836000Z_c-50-159-98-68.hsd1.wa.comcast.net:57704.s2c_snaplog.gz,1420099214,50.159.98.68,4.15.35.165,c-50-159-98-68.hsd1.wa.comcast.net,,BTWebClient/3420,Windows,Seattle,47.6847000122,-122.384803772,21.0320781415
142010288724.17.49.9238.102.0.97,2015/01/01/20150101T09:01:06.925214000Z_c-24-17-49-92.hsd1.wa.comcast.net:49435.s2c_snaplog.gz,1420102887,24.17.49.92,38.102.0.97,c-24-17-49-92.hsd1.wa.comcast.net,,BTWebClient/7920,Windows,Seattle,47.4485015869,-122.28099823,9.0395413779
1420102920174.31.164.116173.205.3.37,2015/01/01/20150101T09:01:46.347861000Z_174-31-164-116.tukw.qwest.net:62020.s2c_snaplog.gz,1420102920,174.31.164.116,173.205.3.37,,,,,Seattle,47.4485015869,-122.28099823,0.6241583623
142010476267.183.115.934.71.157.152,2015/01/01/20150101T09:32:18.282283000Z_c-67-183-115-93.hsd1.wa.comcast.net:41490.s2c_snaplog.gz,1420104762,67.183.115.93,4.71.157.152,c-67-183-115-93.hsd1.wa.comcast.net,,,,Seattle,47.4976005554,-122.3650970459,114.4320073697
142010622550.181.140.10738.102.0.83,2015/01/01/20150101T09:56:42.443350000Z_c-50-181-140-107.hsd1.wa.comcast.net:63509.s2c_snaplog.gz,1420106225,50.181.140.107,38.102.0.83,c-50-181-140-107.hsd1.wa.comcast.net,,BTWebClient/7920,Windows,Seattle,47.6605987549,-122.2919006348,0.0802680805
142011217250.181.140.10738.102.0.109,2015/01/01/20150101T11:35:42.654972000Z_c-50-181-140-107.hsd1.wa.comcast.net:52199.s2c_snaplog.gz,1420112172,50.181.140.107,38.102.0.109,c-50-181-140-107.hsd1.wa.comcast.net,,BTWebClient/7920,Windows,Seattle,47.6605987549,-122.2919006348,0.0697133058
142012291697.113.54.12538.102.0.83,2015/01/01/20150101T14:34:51.607028000Z_97-113-54-125.tukw.qwest.net:61628.s2c_snaplog.gz,1420122916,97.113.54.125,38.102.0.83,97-113-54-125.tukw.qwest.net,,BTWebClient/7920,Windows,Seattle,47.6062011719,-122.3320999146,2.1634562096
142013011875.147.179.3838.102.0.97,2015/01/01/20150101T16:34:54.519862000Z_75-147-179-38-Washington.hfc.comcastbusiness.net:10418.s2c_snaplog.gz,1420130118,75.147.179.38,38.102.0.97,75-147-179-38-Washington.hfc.comcastbusiness.net,,BTWebClient/3420,Windows,Seattle,47.6062011719,-122.3320999146,19.6417668321
142013939898.237.210.8738.102.0.83,2015/01/01/20150101T19:09:44.869927000Z_c-98-237-210-87.hsd1.wa.comcast.net:58670.s2c_snaplog.gz,1420139398,98.237.210.87,38.102.0.83,,,,,Seattle,47.6062011719,-122.3320999146,5.4394540002
142014035767.170.84.20138.102.0.109,2015/01/01/20150101T19:25:44.179535000Z_c-67-170-84-201.hsd1.wa.comcast.net:46019.s2c_snaplog.gz,1420140357,67.170.84.201,38.102.0.109,,,,,Seattle,47.6062011719,-122.3320999146,32.9629364317
142014039567.170.84.20138.102.0.109,2015/01/01/20150101T19:26:21.969049000Z_c-67-170-84-201.hsd1.wa.comcast.net:45413.s2c_snaplog.gz,1420140395,67.170.84.201,38.102.0.109,,,,,Seattle,47.6062011719,-122.3320999146,41.7419459437
142014158571.231.139.4038.102.0.97,2015/01/01/20150101T19:46:01.471132000Z_c-71-231-139-40.hsd1.wa.comcast.net:51283.s2c_snaplog.gz,1420141585,71.231.139.40,38.102.0.97,c-71-231-139-40.hsd1.wa.comcast.net,,,,Seattle,47.6853981018,-122.2872009277,0.6956845486
142014783850.159.119.894.15.35.152,2015/01/01/20150101T21:30:18.815704000Z_c-50-159-119-89.hsd1.wa.comcast.net:56631.s2c_snaplog.gz,1420147838,50.159.119.89,4.15.35.152,c-50-159-119-89.hsd1.wa.comcast.net,,BTWebClient/3420,Windows,Seattle,47.6343994141,-122.3422012329,5.5796067792
142015195024.143.100.13238.102.0.97,2015/01/01/20150101T22:38:49.65052000Z_c-24-143-100-132.customer.broadstripe.net:49588.s2c_snaplog.gz,1420151950,24.143.100.132,38.102.0.97,c-24-143-100-132.customer.broadstripe.net,,,,Seattle,47.5839004517,-122.2994995117,50.1795055913
142015376667.183.80.22173.205.3.37,2015/01/01/20150101T23:09:12.712995000Z_c-67-183-80-22.hsd1.wa.comcast.net:50473.s2c_snaplog.gz,1420153766,67.183.80.22,173.205.3.37,,,,,Seattle,47.537399292,-122.3910980225,2.2013845524
142015385067.183.80.22173.205.3.37,2015/01/01/20150101T23:10:36.805307000Z_c-67-183-80-22.hsd1.wa.comcast.net:50491.s2c_snaplog.gz,1420153850,67.183.80.22,173.205.3.37,,,,,Seattle,47.537399292,-122.3910980225,2.1106410141
142015409367.183.80.22173.205.3.37,2015/01/01/20150101T23:14:39.533446000Z_c-67-183-80-22.hsd1.wa.comcast.net:50511.s2c_snaplog.gz,1420154093,67.183.80.22,173.205.3.37,,,,,Seattle,47.537399292,-122.3910980225,3.0854166104
142015434667.183.80.22173.205.3.37,2015/01/01/20150101T23:18:52.682147000Z_c-67-183-80-22.hsd1.wa.comcast.net:50560.s2c_snaplog.gz,1420154346,67.183.80.22,173.205.3.37,,,,,Seattle,47.537399292,-122.3910980225,2.1209532735
142015458267.183.80.22173.205.3.37,2015/01/01/20150101T23:22:48.476135000Z_c-67-183-80-22.hsd1.wa.comcast.net:50635.s2c_snaplog.gz,1420154582,67.183.80.22,173.205.3.37,,,,,Seattle,47.537399292,-122.3910980225,2.7450516127
142015464167.183.80.22173.205.3.37,2015/01/01/20150101T23:23:47.254823000Z_c-67-183-80-22.hsd1.wa.comcast.net:50653.s2c_snaplog.gz,1420154641,67.183.80.22,173.205.3.37,,,,,Seattle,47.537399292,-122.3910980225,3.8955430201
142015476867.183.80.22173.205.3.37,2015/01/01/20150101T23:25:54.802258000Z_c-67-183-80-22.hsd1.wa.comcast.net:50668.s2c_snaplog.gz,1420154768,67.183.80.22,173.205.3.37,,,,,Seattle,47.537399292,-122.3910980225,1.4907002125
142015488567.183.80.22173.205.3.37,2015/01/01/20150101T23:27:51.685212000Z_c-67-183-80-22.hsd1.wa.comcast.net:50674.s2c_snaplog.gz,1420154885,67.183.80.22,173.205.3.37,,,,,Seattle,47.537399292,-122.3910980225,1.2001993806
142015494967.183.80.22173.205.3.37,2015/01/01/20150101T23:28:54.834596000Z_c-67-183-80-22.hsd1.wa.comcast.net:50680.s2c_snaplog.gz,1420154949,67.183.80.22,173.205.3.37,,,,,Seattle,47.537399292,-122.3910980225,1.1044174258
142015502067.183.80.22173.205.3.37,2015/01/01/20150101T23:30:07.273408000Z_c-67-183-80-22.hsd1.wa.comcast.net:50686.s2c_snaplog.gz,1420155020,67.183.80.22,173.205.3.37,,,,,Seattle,47.537399292,-122.3910980225,1.5008372183
142015515467.183.80.22173.205.3.37,2015/01/01/20150101T23:32:20.692278000Z_c-67-183-80-22.hsd1.wa.comcast.net:50693.s2c_snaplog.gz,1420155154,67.183.80.22,173.205.3.37,,,,,Seattle,47.537399292,-122.3910980225,1.146310079
142015526967.183.80.22173.205.3.37,2015/01/01/20150101T23:34:15.644441000Z_c-67-183-80-22.hsd1.wa.comcast.net:50700.s2c_snaplog.gz,1420155269,67.183.80.22,173.205.3.37,,,,,Seattle,47.537399292,-122.3910980225,2.6106111703
142015538367.183.80.22173.205.3.37,2015/01/01/20150101T23:36:09.575314000Z_c-67-183-80-22.hsd1.wa.comcast.net:50722.s2c_snaplog.gz,1420155383,67.183.80.22,173.205.3.37,,,,,Seattle,47.537399292,-122.3910980225,2.142283573
142015539567.165.121.138.102.0.109,2015/01/01/20150101T23:36:11.796067000Z_c-67-165-121-1.hsd1.wa.comcast.net:61195.s2c_snaplog.gz,1420155395,67.165.121.1,38.102.0.109,c-67-165-121-1.hsd1.wa.comcast.net,,BTWebClient/3420,Windows,Seattle,47.5513000488,-122.3740997314,19.0074202091
142015546967.165.121.138.102.0.97,2015/01/01/20150101T23:37:30.349197000Z_c-67-165-121-1.hsd1.wa.comcast.net:61240.s2c_snaplog.gz,1420155469,67.165.121.1,38.102.0.97,c-67-165-121-1.hsd1.wa.comcast.net,,BTWebClient/3420,Windows,Seattle,47.5513000488,-122.3740997314,17.1443326059
142015550467.183.80.22173.205.3.37,2015/01/01/20150101T23:38:10.641206000Z_c-67-183-80-22.hsd1.wa.comcast.net:50730.s2c_snaplog.gz,1420155504,67.183.80.22,173.205.3.37,,,,,Seattle,47.537399292,-122.3910980225,2.6869973039
142015570867.183.80.22173.205.3.37,2015/01/01/20150101T23:41:34.779781000Z_c-67-183-80-22.hsd1.wa.comcast.net:50735.s2c_snaplog.gz,1420155708,67.183.80.22,173.205.3.37,,,,,Seattle,47.537399292,-122.3910980225,2.1590907491
142015594167.165.121.138.102.0.109,2015/01/01/20150101T23:45:17.260352000Z_c-67-165-121-1.hsd1.wa.comcast.net:61640.s2c_snaplog.gz,1420155941,67.165.121.1,38.102.0.109,c-67-165-121-1.hsd1.wa.comcast.net,,BTWebClient/3420,Windows,Seattle,47.5513000488,-122.3740997314,18.5229132164
142015614067.183.80.22173.205.3.37,2015/01/01/20150101T23:48:46.777744000Z_c-67-183-80-22.hsd1.wa.comcast.net:50741.s2c_snaplog.gz,1420156140,67.183.80.22,173.205.3.37,,,,,Seattle,47.537399292,-122.3910980225,5.7415783141
142015617367.183.80.22173.205.3.37,2015/01/01/20150101T23:49:20.60700000Z_c-67-183-80-22.hsd1.wa.comcast.net:50747.s2c_snaplog.gz,1420156173,67.183.80.22,173.205.3.37,,,,,Seattle,47.537399292,-122.3910980225,3.8925070305
142015620267.183.80.22173.205.3.37,2015/01/01/20150101T23:49:48.659085000Z_c-67-183-80-22.hsd1.wa.comcast.net:50751.s2c_snaplog.gz,1420156202,67.183.80.22,173.205.3.37,,,,,Seattle,47.537399292,-122.3910980225,3.3477095218
142015624924.18.233.17238.102.0.109,2015/01/01/20150101T23:50:25.588839000Z_c-24-18-233-172.hsd1.wa.comcast.net:62812.s2c_snaplog.gz,1420156249,24.18.233.172,38.102.0.109,c-24-18-233-172.hsd1.wa.comcast.net,,BTWebClient/3420,Windows,Seattle,47.6062011719,-122.3320999146,26.0201893554
142016055024.56.227.129173.205.3.203,2015/01/02/20150102T01:02:06.782526000Z_c-24-56-227-129.customer.broadstripe.net:54351.s2c_snaplog.gz,1420160550,24.56.227.129,173.205.3.203,c-24-56-227-129.customer.broadstripe.net,,BTWebClient/7920,Windows,Seattle,47.6101989746,-122.3042984009,25.3074769882
142016243524.56.227.129173.205.3.229,2015/01/02/20150102T01:33:35.749284000Z_c-24-56-227-129.customer.broadstripe.net:53375.s2c_snaplog.gz,1420162435,24.56.227.129,173.205.3.229,c-24-56-227-129.customer.broadstripe.net,,BTWebClient/7920,Windows,Seattle,47.6101989746,-122.3042984009,13.5565113275
1420164481174.21.235.7138.102.0.97,2015/01/02/20150102T02:07:40.784143000Z_174-21-235-71.tukw.qwest.net:19635.s2c_snaplog.gz,1420164481,174.21.235.71,38.102.0.97,174-21-235-71.tukw.qwest.net,,BTWebClient/3300,Windows,Seattle,47.6062011719,-122.3320999146,3.6559455104
142016732498.247.133.963.243.224.11,2015/01/02/20150102T02:55:04.175902000Z_c-98-247-133-9.hsd1.wa.comcast.net:51106.s2c_snaplog.gz,1420167324,98.247.133.9,63.243.224.11,c-98-247-133-9.hsd1.wa.comcast.net,,,,Seattle,47.5471992493,-122.3513031006,37.5752726197
142016786324.22.181.364.71.157.165,2015/01/02/20150102T03:04:10.738847000Z_c-24-22-181-36.hsd1.wa.comcast.net:64686.s2c_snaplog.gz,1420167863,24.22.181.36,4.71.157.165,,,,,Seattle,47.6101989746,-122.3042984009,2.5306203568
142016810998.232.12.1854.71.157.165,2015/01/02/20150102T03:07:59.967268000Z_c-98-232-12-185.hsd1.wa.comcast.net:62541.s2c_snaplog.gz,1420168109,98.232.12.185,4.71.157.165,c-98-232-12-185.hsd1.wa.comcast.net,,,,Seattle,47.6062011719,-122.3320999146,1.0730195558
1420169218184.78.192.12238.102.0.109,2015/01/02/20150102T03:26:37.670740000Z_184-78-192-122.war.clearwire-wmx.net:55341.s2c_snaplog.gz,1420169218,184.78.192.122,38.102.0.109,184-78-192-122.war.clearwire-wmx.net,,,,Seattle,47.6062011719,-122.3320999146,4.993070313
142016981424.18.238.25238.102.0.109,2015/01/02/20150102T03:36:28.544977000Z_c-24-18-238-252.hsd1.wa.comcast.net:12546.s2c_snaplog.gz,1420169814,24.18.238.252,38.102.0.109,c-24-18-238-252.hsd1.wa.comcast.net,,BTWebClient/3420,Windows,Seattle,47.6062011719,-122.3320999146,0.1988698728
142016988024.18.238.25238.102.0.109,2015/01/02/20150102T03:37:30.408791000Z_c-24-18-238-252.hsd1.wa.comcast.net:12602.s2c_snaplog.gz,1420169880,24.18.238.252,38.102.0.109,c-24-18-238-252.hsd1.wa.comcast.net,,BTWebClient/3420,Windows,Seattle,47.6062011719,-122.3320999146,0.2763708632
142016993824.18.238.25238.102.0.109,2015/01/02/20150102T03:38:28.893607000Z_c-24-18-238-252.hsd1.wa.comcast.net:12627.s2c_snaplog.gz,1420169938,24.18.238.252,38.102.0.109,c-24-18-238-252.hsd1.wa.comcast.net,,BTWebClient/3420,Windows,Seattle,47.6062011719,-122.3320999146,0.2311228068
142017248270.58.68.237173.205.3.11,2015/01/02/20150102T04:20:56.40907000Z_70-58-68-237.tukw.qwest.net:65097.s2c_snaplog.gz,1420172482,70.58.68.237,173.205.3.11,70-58-68-237.tukw.qwest.net,,,,Seattle,47.6062011719,-122.3320999146,1.1280764604
142017501870.89.137.3438.102.0.83,2015/01/02/20150102T05:03:18.128629000Z_70-89-137-34-smc-wa.hfc.comcastbusiness.net:50923.s2c_snaplog.gz,1420175018,70.89.137.34,38.102.0.83,70-89-137-34-smc-wa.hfc.comcastbusiness.net,,BTWebClient/3420,Windows,Seattle,47.6062011719,-122.3320999146,6.1718450731
142017542873.181.234.404.35.94.24,2015/01/02/20150102T05:10:03.188339000Z_c-73-181-234-40.hsd1.wa.comcast.net:59859.s2c_snaplog.gz,1420175428,73.181.234.40,4.35.94.24,c-73-181-234-40.hsd1.wa.comcast.net,,BTWebClient/3420,Windows,Seattle,47.4499015808,-122.3585968018,18.5915970302
142017553867.183.112.1038.102.0.109,2015/01/02/20150102T05:11:51.793602000Z_c-67-183-112-10.hsd1.wa.comcast.net:49404.s2c_snaplog.gz,1420175538,67.183.112.10,38.102.0.109,c-67-183-112-10.hsd1.wa.comcast.net,,,,Seattle,47.4891014099,-122.290802002,7.4745748042
142017716475.165.99.874.71.157.152,2015/01/02/20150102T05:38:56.607780000Z_75-165-99-87.tukw.qwest.net:58225.s2c_snaplog.gz,1420177164,75.165.99.87,4.71.157.152,75-165-99-87.tukw.qwest.net,,,,Seattle,47.6062011719,-122.3320999146,9.2980630483
142017729374.94.73.12638.102.0.109,2015/01/02/20150102T05:41:11.391953000Z_74-94-73-126-Seattle.WA.comcastbusiness.net:4823.s2c_snaplog.gz,1420177293,74.94.73.126,38.102.0.109,74-94-73-126-Seattle.WA.comcastbusiness.net,,,,Seattle,47.6062011719,-122.3320999146,10.5959948288
142018018598.203.233.11838.102.0.97,2015/01/02/20150102T06:29:22.351494000Z_c-98-203-233-118.hsd1.wa.comcast.net:50873.s2c_snaplog.gz,1420180185,98.203.233.118,38.102.0.97,c-98-203-233-118.hsd1.wa.comcast.net,,BTWebClient/3300,Windows,Seattle,47.6853981018,-122.2872009277,21.651022567
142018127224.56.227.129173.205.3.216,2015/01/02/20150102T06:47:32.271052000Z_c-24-56-227-129.customer.broadstripe.net:49535.s2c_snaplog.gz,1420181272,24.56.227.129,173.205.3.216,c-24-56-227-129.customer.broadstripe.net,,BTWebClient/7920,Windows,Seattle,47.6101989746,-122.3042984009,2.9567654733
142018179967.183.83.5738.102.0.97,2015/01/02/20150102T06:56:19.772179000Z_c-67-183-83-57.hsd1.wa.comcast.net:59683.s2c_snaplog.gz,1420181799,67.183.83.57,38.102.0.97,c-67-183-83-57.hsd1.wa.comcast.net,,BTWebClient/7920,Windows,Seattle,47.5760002136,-122.3994979858,19.9299841693
142018277824.56.227.129173.205.3.216,2015/01/02/20150102T07:12:31.875686000Z_c-24-56-227-129.customer.broadstripe.net:51951.s2c_snaplog.gz,1420182778,24.56.227.129,173.205.3.216,c-24-56-227-129.customer.broadstripe.net,,BTWebClient/7920,Windows,Seattle,47.6101989746,-122.3042984009,5.9108340435
1420183445184.78.215.134.71.157.165,2015/01/02/20150102T07:23:44.440528000Z_184-78-215-13.war.clearwire-wmx.net:65097.s2c_snaplog.gz,1420183445,184.78.215.13,4.71.157.165,184-78-215-13.war.clearwire-wmx.net,,BTWebClient/3420,Windows,Seattle,47.6062011719,-122.3320999146,1.6249658165
1420183857198.244.109.24838.102.0.83,2015/01/02/20150102T07:30:43.933913000Z_198.244.109.248:62533.s2c_snaplog.gz,1420183857,198.244.109.248,38.102.0.83,,,,,Seattle,47.6144981384,-122.3479995728,18.8575195367
1420183888198.244.109.24838.102.0.83,2015/01/02/20150102T07:31:15.173481000Z_198.244.109.248:62542.s2c_snaplog.gz,1420183888,198.244.109.248,38.102.0.83,,,,,Seattle,47.6144981384,-122.3479995728,1.9480003906
142018390497.113.21.208173.205.3.24,2015/01/02/20150102T07:31:30.311785000Z_97-113-21-208.tukw.qwest.net:55744.s2c_snaplog.gz,1420183904,97.113.21.208,173.205.3.24,,,,,Seattle,47.6062011719,-122.3320999146,4.7169481109
142018573098.247.254.574.71.251.147,2015/01/02/20150102T08:01:46.188436000Z_c-98-247-254-57.hsd1.wa.comcast.net:52310.s2c_snaplog.gz,1420185730,98.247.254.57,4.71.251.147,c-98-247-254-57.hsd1.wa.comcast.net,,BTWebClient/3420,Windows,Seattle,47.6847000122,-122.384803772,12.231882823
142018770771.231.139.4038.102.0.83,2015/01/02/20150102T08:34:44.277354000Z_c-71-231-139-40.hsd1.wa.comcast.net:51948.s2c_snaplog.gz,1420187707,71.231.139.40,38.102.0.83,c-71-231-139-40.hsd1.wa.comcast.net,,,,Seattle,47.6853981018,-122.2872009277,1.892516639
142018828467.183.221.838.102.0.83,2015/01/02/20150102T08:44:31.668050000Z_c-67-183-221-8.hsd1.wa.comcast.net:64330.s2c_snaplog.gz,1420188284,67.183.221.8,38.102.0.83,,,,,Seattle,47.6847000122,-122.384803772,8.4467224815
142019050276.104.159.25138.102.0.97,2015/01/02/20150102T09:21:22.988009000Z_c-76-104-159-251.hsd1.wa.comcast.net:51413.s2c_snaplog.gz,1420190502,76.104.159.251,38.102.0.97,c-76-104-159-251.hsd1.wa.comcast.net,,BTWebClient/3420,Windows,Seattle,47.6062011719,-122.3320999146,25.8270598298
1420196282184.78.211.16463.243.224.24,2015/01/02/20150102T10:57:37.357731000Z_184-78-211-164.war.clearwire-wmx.net:49598.s2c_snaplog.gz,1420196282,184.78.211.164,63.243.224.24,184-78-211-164.war.clearwire-wmx.net,,,,Seattle,47.6062011719,-122.3320999146,5.436298395
142019820371.227.170.14038.102.0.83,2015/01/02/20150102T11:29:38.28200000Z_c-71-227-170-140.hsd1.wa.comcast.net:47090.s2c_snaplog.gz,1420198203,71.227.170.140,38.102.0.83,c-71-227-170-140.hsd1.wa.comcast.net,,BTWebClient/3420,Windows,Seattle,47.6062011719,-122.3320999146,0.967767919
142020773476.22.8.16138.102.0.97,2015/01/02/20150102T14:08:35.256367000Z_c-76-22-8-161.hsd1.wa.comcast.net:62752.s2c_snaplog.gz,1420207734,76.22.8.161,38.102.0.97,c-76-22-8-161.hsd1.wa.comcast.net,,BTWebClient/3420,Windows,Seattle,47.5471992493,-122.3513031006,6.9613029981
142020977897.113.1.194103.10.233.11,2015/01/02/20150102T14:42:39.558285000Z_97-113-1-194.tukw.qwest.net:55056.s2c_snaplog.gz,1420209778,97.113.1.194,103.10.233.11,,,,,Seattle,47.6062011719,-122.3320999146,2.6105402363
1420212468198.134.93.25463.243.224.37,2015/01/02/20150102T15:27:22.328014000Z_:0.s2c_snaplog.gz,1420212468,198.134.93.254,63.243.224.37,,,,,Seattle,47.6062011719,-122.3320999146,9.7669055768
1420217785174.21.131.9038.102.0.83,2015/01/02/20150102T16:56:05.768981000Z_174-21-131-90.tukw.qwest.net:63214.s2c_snaplog.gz,1420217785,174.21.131.90,38.102.0.83,174-21-131-90.tukw.qwest.net,,BTWebClient/342B,Windows,Seattle,47.6062011719,-122.3320999146,1.0386147985
142021903767.170.84.20163.243.224.24,2015/01/02/20150102T17:17:04.305935000Z_c-67-170-84-201.hsd1.wa.comcast.net:46540.s2c_snaplog.gz,1420219037,67.170.84.201,63.243.224.24,,,,,Seattle,47.6062011719,-122.3320999146,57.0084579626
1420219965199.59.104.784.71.157.165,2015/01/02/20150102T17:32:26.330464000Z_199.59.104.78:47099.s2c_snaplog.gz,1420219965,199.59.104.78,4.71.157.165,,mobile_android,na,Linux,Seattle,47.5716018677,-122.3327026367,19.952367819
142022147424.56.227.12938.102.0.97,2015/01/02/20150102T17:57:26.563547000Z_c-24-56-227-129.customer.broadstripe.net:60266.s2c_snaplog.gz,1420221474,24.56.227.129,38.102.0.97,c-24-56-227-129.customer.broadstripe.net,,BTWebClient/7920,Windows,Seattle,47.6101989746,-122.3042984009,28.5980684004
142022356867.100.127.21338.102.0.83,2015/01/02/20150102T18:32:32.449205000Z_h-67-100-127-213.sttn.wa.dynamic.megapath.net:22753.s2c_snaplog.gz,1420223568,67.100.127.213,38.102.0.83,,,,,Seattle,47.6853981018,-122.2872009277,1.2478050586
142022360367.100.127.21338.102.0.83,2015/01/02/20150102T18:33:07.280343000Z_h-67-100-127-213.sttn.wa.dynamic.megapath.net:22763.s2c_snaplog.gz,1420223603,67.100.127.213,38.102.0.83,,,,,Seattle,47.6853981018,-122.2872009277,1.2513406455
142022375524.56.227.12938.102.0.83,2015/01/02/20150102T18:35:35.57706000Z_c-24-56-227-129.customer.broadstripe.net:61680.s2c_snaplog.gz,1420223755,24.56.227.129,38.102.0.83,c-24-56-227-129.customer.broadstripe.net,,BTWebClient/7920,Windows,Seattle,47.6101989746,-122.3042984009,44.2674274584
142022475471.231.14.12538.102.0.83,2015/01/02/20150102T18:52:10.213444000Z_c-71-231-14-125.hsd1.wa.comcast.net:49646.s2c_snaplog.gz,1420224754,71.231.14.125,38.102.0.83,c-71-231-14-125.hsd1.wa.comcast.net,,BTWebClient/7920,Windows,Seattle,47.537399292,-122.3910980225,24.1231423531
142022504350.46.199.24638.102.0.109,2015/01/02/20150102T18:56:59.170252000Z_50-46-199-246.evrt.wa.frontiernet.net:59974.s2c_snaplog.gz,1420225043,50.46.199.246,38.102.0.109,50-46-199-246.evrt.wa.frontiernet.net,,BTWebClient/3420,Windows,Seattle,47.7384986877,-122.3748016357,23.06988296
142022865267.160.84.94.71.157.152,2015/01/02/20150102T19:57:18.586113000Z_c-67-160-84-9.hsd1.wa.comcast.net:53112.s2c_snaplog.gz,1420228652,67.160.84.9,4.71.157.152,,,,,Seattle,47.6636009216,-122.3804016113,86.7771796349
142022979371.227.168.120173.205.3.11,2015/01/02/20150102T20:16:18.947490000Z_c-71-227-168-120.hsd1.wa.comcast.net:61553.s2c_snaplog.gz,1420229793,71.227.168.120,173.205.3.11,,,,,Seattle,47.6319007874,-122.2967987061,4.8472566183
142022980050.132.65.8638.102.0.97,2015/01/02/20150102T20:16:18.417707000Z_c-50-132-65-86.hsd1.wa.comcast.net:8394.s2c_snaplog.gz,1420229800,50.132.65.86,38.102.0.97,c-50-132-65-86.hsd1.wa.comcast.net,,BTWebClient/7700,Windows,Seattle,47.6144981384,-122.3479995728,12.8516099172
142023137667.168.72.16238.102.0.97,2015/01/02/20150102T20:42:35.518209000Z_c-67-168-72-162.hsd1.wa.comcast.net:59792.s2c_snaplog.gz,1420231376,67.168.72.162,38.102.0.97,c-67-168-72-162.hsd1.wa.comcast.net,,,,Seattle,47.7156982422,-122.3010025024,98.0205746444
